month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier
2012-05,WOODLANDS,4 ROOM,627,WOODLANDS AVE 6,11 TO 15,90,Model A2,1998,403000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6566,70,4,70 years 04 months,4477.777777777777,False,,S6273905W
2012-05,WOODLANDS,4 ROOM,755,WOODLANDS AVE 4,06 TO 10,101,Model A,1997,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6567,69,4,69 years 04 months,4009.90099009901,False,,S7553905W
2012-05,WOODLANDS,4 ROOM,738,WOODLANDS CIRCLE,01 TO 05,103,Model A,1998,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6568,70,4,70 years 04 months,3932.0388349514565,False,,S7383905W
2012-05,WOODLANDS,4 ROOM,879,WOODLANDS ST 82,11 TO 15,105,Model A,1996,406000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6569,68,4,68 years 04 months,3866.6666666666665,False,,S8793905W
2012-05,WOODLANDS,4 ROOM,623,WOODLANDS DR 52,01 TO 05,102,Model A,1998,406888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6570,70,4,70 years 04 months,3989.098039215686,False,,S6233905W
2012-05,WOODLANDS,5 ROOM,130,MARSILING RISE,06 TO 10,123,Improved,1985,407000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6571,57,4,57 years 04 months,3308.9430894308944,False,,S1304505W
2012-05,WOODLANDS,4 ROOM,723,WOODLANDS AVE 6,11 TO 15,103,Model A,1997,407500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6572,69,4,69 years 04 months,3956.3106796116504,False,,S7233905W
2012-05,WOODLANDS,4 ROOM,748,WOODLANDS CIRCLE,06 TO 10,102,Model A,1998,408000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6573,70,4,70 years 04 months,4000.0,False,,S7483905W
2012-05,WOODLANDS,5 ROOM,123,MARSILING RISE,06 TO 10,121,Improved,1985,408000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6574,57,4,57 years 04 months,3371.900826446281,False,,S1234505W
2012-05,WOODLANDS,5 ROOM,896B,WOODLANDS DR 50,01 TO 05,118,Improved,1997,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6576,69,4,69 years 04 months,3474.576271186441,False,,S8964505W
2012-05,WOODLANDS,4 ROOM,761,WOODLANDS AVE 6,06 TO 10,102,Model A,1998,410300,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6577,70,4,70 years 04 months,4022.549019607843,False,,S7613905W
2012-05,WOODLANDS,4 ROOM,787B,WOODLANDS CRES,06 TO 10,101,Model A,1997,413000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6578,69,4,69 years 04 months,4089.108910891089,False,,S7873905W
2012-05,WOODLANDS,4 ROOM,602,WOODLANDS DR 42,06 TO 10,101,Model A,1997,414000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6580,69,4,69 years 04 months,4099.009900990099,False,,S6023905W
2012-05,WOODLANDS,4 ROOM,769,WOODLANDS DR 60,06 TO 10,101,Model A,1997,414000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6581,69,4,69 years 04 months,4099.009900990099,False,,S7693905W
2012-05,WOODLANDS,4 ROOM,640,WOODLANDS RING RD,01 TO 05,102,Model A,1999,414000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6582,71,4,71 years 04 months,4058.823529411765,False,,S6403905W
2012-05,WOODLANDS,4 ROOM,684A,WOODLANDS DR 73,01 TO 05,104,Premium Apartment,2000,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6583,72,4,72 years 04 months,3990.3846153846152,False,,S6843905W
2012-05,WOODLANDS,4 ROOM,530,WOODLANDS DR 14,01 TO 05,104,Premium Apartment,1999,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6584,71,4,71 years 04 months,3990.3846153846152,False,,S5303905W
2012-05,WOODLANDS,4 ROOM,791,WOODLANDS AVE 6,11 TO 15,101,Model A,1997,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6585,69,4,69 years 04 months,4108.910891089109,False,,S7913905W
2012-05,WOODLANDS,4 ROOM,897A,WOODLANDS DR 50,11 TO 15,97,Model A,1997,415000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6586,69,4,69 years 04 months,4278.350515463918,False,,S8973905W
2012-05,WOODLANDS,4 ROOM,892A,WOODLANDS DR 50,06 TO 10,100,Model A,1996,418000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6588,68,4,68 years 04 months,4180.0,False,,S8923905W
2012-05,WOODLANDS,4 ROOM,409,WOODLANDS ST 41,06 TO 10,106,Model A,1996,418000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6589,68,4,68 years 04 months,3943.396226415094,False,,S4093905W
2012-05,WOODLANDS,5 ROOM,602,WOODLANDS DR 42,01 TO 05,122,Improved,1997,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6590,69,4,69 years 04 months,3442.622950819672,False,,S6024505W
2012-05,WOODLANDS,5 ROOM,705,WOODLANDS DR 40,01 TO 05,118,Improved,1996,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6591,68,4,68 years 04 months,3559.322033898305,False,,S7054505W
2012-05,WOODLANDS,4 ROOM,718,WOODLANDS AVE 6,01 TO 05,100,Model A,1997,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6592,69,4,69 years 04 months,4200.0,False,,S7183905W
2012-05,WOODLANDS,4 ROOM,793,WOODLANDS AVE 6,06 TO 10,100,Model A,1997,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6593,69,4,69 years 04 months,4200.0,False,,S7933905W
2012-05,WOODLANDS,4 ROOM,523,WOODLANDS DR 14,11 TO 15,102,Premium Apartment,2000,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6594,72,4,72 years 04 months,4117.64705882353,False,,S5233905W
2012-05,WOODLANDS,5 ROOM,767,WOODLANDS CIRCLE,01 TO 05,111,Improved,2003,420000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6595,75,4,75 years 04 months,3783.7837837837837,False,,S7674505W
2012-05,WOODLANDS,4 ROOM,762,WOODLANDS AVE 6,06 TO 10,102,Model A,1998,420200,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6596,70,4,70 years 04 months,4119.607843137255,False,,S7623905W
2012-05,WOODLANDS,4 ROOM,894C,WOODLANDS DR 50,01 TO 05,100,Model A,1996,424000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6597,68,4,68 years 04 months,4240.0,False,,S8943905W
2012-05,WOODLANDS,5 ROOM,505,WOODLANDS DR 14,01 TO 05,123,Improved,1999,425000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6598,71,4,71 years 04 months,3455.2845528455287,False,,S5054505W
2012-05,WOODLANDS,4 ROOM,734,WOODLANDS CIRCLE,06 TO 10,102,Model A,1998,427000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6599,70,4,70 years 04 months,4186.274509803921,False,,S7343905W
2012-05,WOODLANDS,5 ROOM,587,WOODLANDS DR 16,01 TO 05,111,Improved,2001,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6600,73,4,73 years 04 months,3873.873873873874,False,,S5874505W
2012-05,WOODLANDS,4 ROOM,677,WOODLANDS AVE 6,11 TO 15,101,Model A,1998,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6602,70,4,70 years 04 months,4257.425742574257,False,,S6773905W
2012-05,WOODLANDS,4 ROOM,681D,WOODLANDS DR 62,11 TO 15,105,Premium Apartment,2000,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6603,72,4,72 years 04 months,4095.2380952380954,False,,S6813905W
2012-05,WOODLANDS,5 ROOM,216,MARSILING LANE,11 TO 15,118,Improved,1981,432000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6604,53,4,53 years 04 months,3661.0169491525426,False,,S2164505W
2012-05,WOODLANDS,5 ROOM,742,WOODLANDS CIRCLE,01 TO 05,122,Improved,1997,432000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6605,69,4,69 years 04 months,3540.9836065573772,False,,S7424505W
2012-05,WOODLANDS,5 ROOM,578,WOODLANDS DR 16,01 TO 05,110,Improved,2000,433000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6606,72,4,72 years 04 months,3936.3636363636365,False,,S5784505W
2012-05,WOODLANDS,4 ROOM,319,WOODLANDS ST 31,06 TO 10,103,Model A,1993,433000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6607,65,4,65 years 04 months,4203.883495145631,False,,S3193905W
2012-05,WOODLANDS,5 ROOM,756,WOODLANDS AVE 4,11 TO 15,121,Improved,1998,433000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6608,70,4,70 years 04 months,3578.5123966942147,False,,S7564505W
2012-05,WOODLANDS,5 ROOM,547,WOODLANDS DR 16,06 TO 10,121,Improved,2000,433000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6609,72,4,72 years 04 months,3578.5123966942147,False,,S5474505W
2012-05,WOODLANDS,5 ROOM,628B,WOODLANDS RING RD,06 TO 10,122,Improved,1998,435000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6610,70,4,70 years 04 months,3565.5737704918033,False,,S6284505W
2012-05,WOODLANDS,4 ROOM,526,WOODLANDS DR 14,11 TO 15,104,Premium Apartment,2000,436000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6611,72,4,72 years 04 months,4192.307692307692,False,,S5263905W
2012-05,WOODLANDS,5 ROOM,802,WOODLANDS ST 81,01 TO 05,121,Improved,1989,437000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6612,61,4,61 years 04 months,3611.5702479338843,False,,S8024505W
2012-05,WOODLANDS,4 ROOM,716,WOODLANDS DR 70,11 TO 15,102,Model A,1997,438000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6613,69,4,69 years 04 months,4294.117647058823,False,,S7163905W
2012-05,WOODLANDS,5 ROOM,744,WOODLANDS CIRCLE,06 TO 10,121,Improved,1998,438000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6614,70,4,70 years 04 months,3619.8347107438017,False,,S7444505W
2012-05,WOODLANDS,5 ROOM,704,WOODLANDS DR 40,01 TO 05,119,Improved,1996,440000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6616,68,4,68 years 04 months,3697.4789915966385,False,,S7044505W
2012-05,WOODLANDS,5 ROOM,550,WOODLANDS DR 44,06 TO 10,120,Improved,2000,442000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6617,72,4,72 years 04 months,3683.3333333333335,False,,S5504505W
2012-05,WOODLANDS,5 ROOM,424,WOODLANDS ST 41,06 TO 10,121,Improved,1997,443000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6618,69,4,69 years 04 months,3661.1570247933882,False,,S4244505W
2012-05,WOODLANDS,5 ROOM,304,WOODLANDS ST 31,01 TO 05,132,Model A,1993,445000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6620,65,4,65 years 04 months,3371.212121212121,False,,S3044505W
2012-05,WOODLANDS,5 ROOM,857,WOODLANDS ST 83,01 TO 05,129,Improved,1996,445000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6621,68,4,68 years 04 months,3449.6124031007753,False,,S8574505W
2012-05,WOODLANDS,5 ROOM,507,WOODLANDS DR 14,01 TO 05,123,Improved,1999,445000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6622,71,4,71 years 04 months,3617.8861788617887,False,,S5074505W
2012-05,WOODLANDS,5 ROOM,759,WOODLANDS AVE 6,11 TO 15,121,Improved,1998,447000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6625,70,4,70 years 04 months,3694.214876033058,False,,S7594505W
2012-05,WOODLANDS,5 ROOM,427,WOODLANDS ST 41,06 TO 10,117,Improved,1997,448000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6626,69,4,69 years 04 months,3829.059829059829,False,,S4274505W
2012-05,WOODLANDS,5 ROOM,417,WOODLANDS ST 41,01 TO 05,128,Improved,1996,448000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6627,68,4,68 years 04 months,3500.0,False,,S4174505W
2012-05,WOODLANDS,4 ROOM,688A,WOODLANDS DR 75,11 TO 15,90,Premium Apartment,2004,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6628,76,4,76 years 04 months,5000.0,False,,S6883905W
2012-05,WOODLANDS,5 ROOM,760,WOODLANDS AVE 6,06 TO 10,121,Improved,1998,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6629,70,4,70 years 04 months,3719.00826446281,False,,S7604505W
2012-05,WOODLANDS,5 ROOM,576,WOODLANDS DR 16,01 TO 05,110,Improved,2000,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6630,72,4,72 years 04 months,4090.909090909091,False,,S5764505W
2012-05,WOODLANDS,5 ROOM,794,WOODLANDS DR 72,01 TO 05,121,Improved,1998,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6631,70,4,70 years 04 months,3719.00826446281,False,,S7944505W
2012-05,WOODLANDS,5 ROOM,629,WOODLANDS RING RD,11 TO 15,121,Improved,1998,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6632,70,4,70 years 04 months,3719.00826446281,False,,S6294505W
2012-05,WOODLANDS,4 ROOM,690F,WOODLANDS DR 75,11 TO 15,90,Premium Apartment,2004,452000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6633,76,4,76 years 04 months,5022.222222222223,False,,S6903905W
2012-05,WOODLANDS,4 ROOM,518,WOODLANDS DR 14,06 TO 10,104,Premium Apartment,2000,454000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6634,72,4,72 years 04 months,4365.384615384615,False,,S5183905W
2012-05,WOODLANDS,5 ROOM,679,WOODLANDS AVE 6,01 TO 05,121,Improved,1998,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6636,70,4,70 years 04 months,3760.3305785123966,False,,S6794505W
2012-05,WOODLANDS,5 ROOM,580,WOODLANDS DR 16,06 TO 10,110,Improved,2001,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6637,73,4,73 years 04 months,4136.363636363636,False,,S5804505W
2012-05,WOODLANDS,4 ROOM,687B,WOODLANDS DR 75,11 TO 15,94,Premium Apartment,2003,458000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6638,75,4,75 years 04 months,4872.340425531915,False,,S6873905W
2012-05,WOODLANDS,5 ROOM,631,WOODLANDS RING RD,11 TO 15,122,Improved,1998,458888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6639,70,4,70 years 04 months,3761.377049180328,False,,S6314505W
2012-05,WOODLANDS,5 ROOM,553,WOODLANDS DR 44,06 TO 10,120,Improved,2000,460000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6640,72,4,72 years 04 months,3833.3333333333335,False,,S5534505W
2012-05,WOODLANDS,5 ROOM,851,WOODLANDS ST 83,01 TO 05,127,Improved,1996,460000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6641,68,4,68 years 04 months,3622.047244094488,False,,S8514505W
2012-05,WOODLANDS,4 ROOM,513,WOODLANDS DR 14,06 TO 10,107,Premium Apartment,1999,465000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6642,71,4,71 years 04 months,4345.794392523365,False,,S5133905W
2012-05,WOODLANDS,5 ROOM,612,WOODLANDS AVE 4,06 TO 10,120,Improved,1998,465500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6644,70,4,70 years 04 months,3879.1666666666665,False,,S6124505W
2012-05,WOODLANDS,5 ROOM,530,WOODLANDS DR 14,01 TO 05,125,Premium Apartment,1999,466000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6645,71,4,71 years 04 months,3728.0,False,,S5304505W
2012-05,WOODLANDS,4 ROOM,522,WOODLANDS DR 14,11 TO 15,105,Premium Apartment,2000,468000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6646,72,4,72 years 04 months,4457.142857142857,False,,S5223905W
2012-05,WOODLANDS,5 ROOM,898A,WOODLANDS DR 50,06 TO 10,118,Improved,1997,470000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6647,69,4,69 years 04 months,3983.0508474576272,False,,S8984505W
2012-05,WOODLANDS,5 ROOM,856,WOODLANDS ST 83,06 TO 10,126,Improved,1996,470000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6648,68,4,68 years 04 months,3730.15873015873,False,,S8564505W
2012-05,WOODLANDS,5 ROOM,353,WOODLANDS AVE 1,01 TO 05,120,Improved,1996,472000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6649,68,4,68 years 04 months,3933.3333333333335,False,,S3534505W
2012-05,WOODLANDS,5 ROOM,606,WOODLANDS RING RD,11 TO 15,122,Improved,1998,472500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6650,70,4,70 years 04 months,3872.9508196721313,False,,S6064505W
2012-05,WOODLANDS,5 ROOM,543,WOODLANDS DR 16,11 TO 15,121,Improved,2000,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6651,72,4,72 years 04 months,3966.9421487603304,False,,S5434505W
2012-05,WOODLANDS,5 ROOM,413,WOODLANDS ST 41,06 TO 10,121,Improved,1996,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6653,68,4,68 years 04 months,3966.9421487603304,False,,S4134505W
2012-05,WOODLANDS,5 ROOM,685C,WOODLANDS DR 73,11 TO 15,113,Premium Apartment,2002,483000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6654,74,4,74 years 04 months,4274.33628318584,False,,S6854505W
2012-05,WOODLANDS,5 ROOM,725,WOODLANDS AVE 6,11 TO 15,121,Improved,1997,484000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6655,69,4,69 years 04 months,4000.0,False,,S7254505W
2012-05,WOODLANDS,5 ROOM,368,WOODLANDS AVE 1,01 TO 05,120,Improved,1997,486000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6656,69,4,69 years 04 months,4050.0,False,,S3684505W
2012-05,WOODLANDS,5 ROOM,686A,WOODLANDS DR 73,01 TO 05,115,Premium Apartment,2003,490000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6660,75,4,75 years 04 months,4260.869565217391,False,,S6864505W
2012-05,WOODLANDS,5 ROOM,687C,WOODLANDS DR 75,11 TO 15,113,Premium Apartment,2003,490000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6661,75,4,75 years 04 months,4336.283185840708,False,,S6874505W
2012-05,WOODLANDS,5 ROOM,678,WOODLANDS AVE 6,06 TO 10,121,Improved,1998,491000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6662,70,4,70 years 04 months,4057.8512396694214,False,,S6784505W
2012-05,WOODLANDS,5 ROOM,36,MARSILING DR,21 TO 25,124,Standard,1978,492000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6663,50,4,50 years 04 months,3967.7419354838707,False,,S0364505W
2012-05,WOODLANDS,5 ROOM,533,WOODLANDS DR 14,06 TO 10,125,Premium Apartment,1999,495000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6665,71,4,71 years 04 months,3960.0,False,,S5334505W
2012-05,WOODLANDS,5 ROOM,683A,WOODLANDS DR 62,11 TO 15,123,Premium Apartment,2000,496000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6667,72,4,72 years 04 months,4032.520325203252,False,,S6834505W
2012-05,WOODLANDS,5 ROOM,510,WOODLANDS DR 14,06 TO 10,125,Premium Apartment,1999,504500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6668,71,4,71 years 04 months,4036.0,False,,S5104505W
2012-05,WOODLANDS,5 ROOM,521,WOODLANDS DR 14,06 TO 10,126,Premium Apartment,2000,510000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6669,72,4,72 years 04 months,4047.6190476190477,False,,S5214505W
2012-05,WOODLANDS,5 ROOM,689A,WOODLANDS DR 75,11 TO 15,110,Premium Apartment,2004,516000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6671,76,4,76 years 04 months,4690.909090909091,False,,S6894505W
2012-05,WOODLANDS,5 ROOM,511,WOODLANDS DR 14,11 TO 15,128,Premium Apartment,1999,520000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6672,71,4,71 years 04 months,4062.5,False,,S5114505W
2012-05,WOODLANDS,EXECUTIVE,589,WOODLANDS DR 16,06 TO 10,131,Apartment,2001,523000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6673,73,4,73 years 04 months,3992.3664122137407,False,,S5895705W
2012-05,WOODLANDS,EXECUTIVE,869,WOODLANDS ST 83,01 TO 05,150,Apartment,1996,530000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6674,68,4,68 years 04 months,3533.3333333333335,False,,S8695705W
2012-05,WOODLANDS,EXECUTIVE,636,WOODLANDS RING RD,06 TO 10,142,Maisonette,1999,540500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6676,71,4,71 years 04 months,3806.3380281690143,False,,S6365705W
2012-05,WOODLANDS,EXECUTIVE,583,WOODLANDS DR 16,06 TO 10,131,Apartment,2001,545000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6677,73,4,73 years 04 months,4160.305343511451,False,,S5835705W
2012-05,WOODLANDS,EXECUTIVE,536,WOODLANDS DR 14,06 TO 10,145,Premium Apartment,1999,550000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6679,71,4,71 years 04 months,3793.103448275862,False,,S5365705W
2012-05,WOODLANDS,EXECUTIVE,515,WOODLANDS DR 14,01 TO 05,147,Premium Apartment,1999,560000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6680,71,4,71 years 04 months,3809.5238095238096,False,,S5155705W
2012-05,WOODLANDS,EXECUTIVE,670,WOODLANDS DR 71,06 TO 10,130,Apartment,2000,560000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6681,72,4,72 years 04 months,4307.692307692308,False,,S6705705W
