month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,_fail_reason,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier
2012-03,TAMPINES,4 ROOM,935,TAMPINES ST 91,01 TO 05,106,Model A,1984,435000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1782,duplicate resale_identifier; lower price discarded,56.0,4.0,56 years 04 months,4103.773584905661,False,,S9354503T
2012-03,TAMPINES,4 ROOM,497G,TAMPINES ST 45,06 TO 10,107,Premium Apartment,1996,473000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1810,duplicate resale_identifier; lower price discarded,68.0,4.0,68 years 04 months,4420.560747663551,False,,S4974503T
2012-03,TAMPINES,4 ROOM,497B,TAMPINES ST 45,01 TO 05,109,Premium Apartment,1996,478000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1813,duplicate resale_identifier; lower price discarded,68.0,4.0,68 years 04 months,4385.321100917431,False,,S4974503T
2012-03,TAMPINES,5 ROOM,496C,TAMPINES ST 43,01 TO 05,123,Improved,1993,487000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1824,duplicate resale_identifier; lower price discarded,65.0,4.0,65 years 04 months,3959.349593495935,False,,S4965203T
2012-03,TAMPINES,5 ROOM,870,TAMPINES ST 83,01 TO 05,121,Improved,1989,495000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1831,duplicate resale_identifier; lower price discarded,61.0,4.0,61 years 04 months,4090.909090909091,False,,S8705203T
2012-03,TAMPINES,5 ROOM,126,TAMPINES ST 11,06 TO 10,133,Model A,1985,514000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1844,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,3864.6616541353383,False,,S1265203T
2012-03,TAMPINES,5 ROOM,122,SIMEI ST 1,06 TO 10,122,Improved,1988,520000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1848,duplicate resale_identifier; lower price discarded,60.0,4.0,60 years 04 months,4262.295081967213,False,,S1225203T
2012-03,TAMPINES,EXECUTIVE,856F,TAMPINES ST 82,06 TO 10,145,Apartment,1995,720000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1886,duplicate resale_identifier; lower price discarded,67.0,4.0,67 years 04 months,4965.517241379311,False,,S8566503T
2012-03,TOA PAYOH,3 ROOM,2,UPP ALJUNIED LANE,01 TO 05,57,Standard,1968,275000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1891,duplicate resale_identifier; lower price discarded,40.0,4.0,40 years 04 months,4824.561403508772,False,,S0023403T
2012-03,TOA PAYOH,2 ROOM,51,LOR 6 TOA PAYOH,16 TO 20,50,Standard,1983,283000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1893,duplicate resale_identifier; lower price discarded,55.0,4.0,55 years 04 months,5660.0,False,,S0512703T
2012-03,TOA PAYOH,3 ROOM,195,KIM KEAT AVE,01 TO 05,66,Improved,1973,283000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1894,duplicate resale_identifier; lower price discarded,45.0,4.0,45 years 04 months,4287.878787878788,False,,S1953403T
2012-03,TOA PAYOH,3 ROOM,118,POTONG PASIR AVE 1,01 TO 05,67,New Generation,1984,283000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1895,duplicate resale_identifier; lower price discarded,56.0,4.0,56 years 04 months,4223.880597014925,False,,S1183403T
2012-03,TOA PAYOH,3 ROOM,4,UPP ALJUNIED LANE,06 TO 10,57,Standard,1968,285800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1896,duplicate resale_identifier; lower price discarded,40.0,4.0,40 years 04 months,5014.035087719299,False,,S0043403T
2012-03,TOA PAYOH,3 ROOM,1,LOR 7 TOA PAYOH,01 TO 05,67,Improved,1969,309000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1898,duplicate resale_identifier; lower price discarded,41.0,4.0,41 years 04 months,4611.940298507463,False,,S0013403T
2012-03,TOA PAYOH,3 ROOM,1,LOR 7 TOA PAYOH,11 TO 15,67,Improved,1969,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1900,duplicate resale_identifier; lower price discarded,41.0,4.0,41 years 04 months,4701.492537313433,False,,S0013403T
2012-03,TOA PAYOH,3 ROOM,2,LOR 7 TOA PAYOH,06 TO 10,67,Improved,1969,323000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1905,duplicate resale_identifier; lower price discarded,41.0,4.0,41 years 04 months,4820.895522388059,False,,S0023403T
2012-03,TOA PAYOH,3 ROOM,26,TOA PAYOH EAST,01 TO 05,67,Improved,1971,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1909,duplicate resale_identifier; lower price discarded,43.0,4.0,43 years 04 months,4925.373134328358,False,,S0263403T
2012-03,TOA PAYOH,3 ROOM,34,LOR 5 TOA PAYOH,06 TO 10,67,Improved,1970,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1910,duplicate resale_identifier; lower price discarded,42.0,4.0,42 years 04 months,4970.149253731343,False,,S0343403T
2012-03,TOA PAYOH,3 ROOM,4,LOR 7 TOA PAYOH,01 TO 05,68,Improved,1969,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1911,duplicate resale_identifier; lower price discarded,41.0,4.0,41 years 04 months,4897.058823529412,False,,S0043403T
2012-03,TOA PAYOH,3 ROOM,26,TOA PAYOH EAST,06 TO 10,67,Improved,1971,338588,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1915,duplicate resale_identifier; lower price discarded,43.0,4.0,43 years 04 months,5053.55223880597,False,,S0263403T
2012-03,TOA PAYOH,3 ROOM,199,TOA PAYOH NTH,06 TO 10,65,Improved,1982,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1917,duplicate resale_identifier; lower price discarded,54.0,4.0,54 years 04 months,5230.7692307692305,False,,S1993403T
2012-03,TOA PAYOH,3 ROOM,168,LOR 1 TOA PAYOH,01 TO 05,65,Improved,1972,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1923,duplicate resale_identifier; lower price discarded,44.0,4.0,44 years 04 months,5384.615384615385,False,,S1683403T
2012-03,TOA PAYOH,3 ROOM,85C,LOR 4 TOA PAYOH,01 TO 05,68,Improved,1972,366000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,1928,duplicate resale_identifier; lower price discarded,44.0,4.0,44 years 04 months,5382.35294117647,False,,S0853403T
